,0
2025,PUMPKIN CREAM COLDBREW
2026,Yasssss @adelepoudrier 🙌🏻
2027,It's my birthday tomorrow 😢😢
2028,YASSSS
2029,ahhhhh tomorrow !!! yesssss 😍
2030,Yayyy my favorite! 🎃
2031,Sup everyone 🌻
2032,Apple Crisp Oatmeal Macchiato Plz. 😋😋
2033,“you’ll never find another girl like me”
2034,Tomorrow 😝🥰
2035,"Has anyone successfully found a pumpkin cream cold brew alternative for us people who love the taste of it, but can’t have dairy because we’re allergic. I’ve tried it without the cream and it just doesn’t taste good 😢"
2036,@njoyd94
2037,So excited @starbucks! I’ll be making pumpkin with pride ☕️💚
2038,YESSSSSSSSSSS
2039,@linh__nguyenn
2040,wow!!
2041,@cayla.williams92 😍😍😍
2042,"What a glorious birthday I’ll have tomorrow, perfect day for a pumpkin spice oat milk latte🫶🏼🫶🏼"
2043,Kobe > Pumpkin spice
2044,It’s 103 degrees but in my heart it’s PSL SEASON
2045,@knighton_day PSL 👀
2046,PLS SAY THIS MEANS PUMPKINNNNNN
2047,@starbucks did you guys change the pumpkin flavor ? Last year it tasted like plastic and lots of my friends and I thought you changed it ? 😢 it use to be my favorite psl
2048,"I love PSL, but it’s too early."
2049,It’s my birthday!!! 🎃🎃🎃‼️
2050,@j.lo.89 @a_mile2.0 🎃
2051,AHHHHHHH 🤩🤩🤩
2052,THE MOMENT WE’VE ALL BEEN WAITING FOR 🎃
2053,SLAYYY
2054,@hunter_a03 omgomgomgomgomgggggggg 🎃
2055,I need my pumpkin cold brew
2056,Finalllllly cuz I been waiting since it ended last season! 😂😂😂
2057,🎃☕️
2058,@__jennaclarke @haleyrollag
2059,😍😍
2060,I was wondering 😂
2061,Soooo excited!!🧡🧡🧡!
2062,YASSSSSSSSSS!!!!!!!!
2063,@taylorannmcd it’s time 🥹😭🙌🏽
2064,Been waiting for this moment to come back again 🎃☕️🧡
2065,Pumpkin Cream Cold Brew for dayssssss!!!
2066,@kailynmarshall
2067,Tomorrow ????? Omggg
2068,Tomorrow!!!
2069,"Tomorrow! Tomorrow! I luv ya, tomorrow! You’re only a day away!"
2070,@samanthaleppright @lgin6789
2071,🎃🧡
2072,The one place that owns all pumpkin things.🔥🔥🔥
2073,🎃🎃🎃☕️ fall is here!!! #pumpkinspicelatte ❤️
2074,AAAAAAAAAHHHH🎃🎃🎃🎃🎃🍂🍂🍂🍁🍁🧡🧡🧡🧡
2075,@elly_chevalier 🙌 juste à temps pour le post cardio-poussette
2076,"Wow, it’s coming earlier than expected yes! 🎃🍁🥰"
2077,What has our country come to
2078,I wish there was a pumpkin option that didn’t include milk in the recipe. 😭
2079,@qnami ❤️❤️❤️
2080,BRING THE VEGAN PUMPKIN SPICE TO THE USA! IT’S 2023 DUDE
2081,It’s almost pumpkin spice
2082,I was going to send this to you but I see you have already liked it @taylorwoyvodich
2083,Pumpkin iced chai tea latte with pumpkin phone 😋😋😋
2084,Too much for this
2085,@starbucksuk Seriously guys..do the right thing!!!!
2086,Kobe 🙏🏻
2087,Yessssss! ❤️ 🎃
2088,@signeh04 OMG JA TAK
2089,When is it coming??
2090,@jessy_poo96
2091,RAAAAAAHHHHHH
2092,Ahhhh you moved it up!! 🙌
2093,The best freaking day ever! This should be a national holiday!
2094,@rachbeans 😍😍😍
2095,OMGGGGGG!!!!!! My favorite season is upon us! #pumpkinszn
2096,I’m so hype 🍁🎃
2097,PUMPKIN SPICE 🎃🎃🎃TIME!!🎃🖤🧡🖤🧡🧡🖤🍁🍂🍁🍂YAY!
2098,YAAAAAAAAAAAAAAAAS
2099,I’ve been avoiding chai just so I can save my craving for the pumpkin one
2100,NO WAY
2101,No 😢
2102,😍😍😍
2103,@shannon_louu @laurencusack5 IT’S PUMPKIN SPICE SEASON BITCHES
2104,@basicwifelife
2105,@grace.lappenga PUMPKIN CREAMING MYSELF
2106,@benraymond757!!! 🎃🍁🙌
2107,PSL STRONG!!
2108,@trippsydney
2109,@hannahjmckillen frothing at the mouth
2110,YAY! Best birthday gift 🤩
2111,🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️
2112,Yay pumpkin 🎃 is coming back
2113,@ewilliamsrealty just one more day
2114,Oh how I’ve missed you Punkin13🥰☕️
2115,Psl season!
2116,@ngo_kelly 👀
2117,🎃😍
2118,@alyson0427
2119,Omg that’s my birthday
2120,@__houseofbounce pumpkin cream cold brews are finally here tomorrow 😍
2121,@mirapolanik @brieshelby if you're wondering where I'll be tomorrow
2122,I've been waiting 🙌
2123,It’s time 🔥
2124,@greenhousegrowmie
2125,im going to go feral
2126,Pumpkin spiced chai me please 💁🏾‍♀️💁🏾‍♀️💁🏾‍♀️
2127,CAN’T WAIT!!! 🧡
2128,"Bless all those underpaid, stressed out partners tomorrow and the rest of the PSL season!! 👏🙌😬"
2129,Praise
2130,@sluke70 TOMORROW
2131,@jmoor2286 🙌🙌🙌
2132,AHH YESS🎃🖤🎃🖤
2133,I went to startbucks the other day and was like can I have a venti pumpkin spice lattee and they said yes on Thursday 😂
2134,Yesssss🙌❤️😍
2135,@yessica_fausto 😁
2136,YALL GNA BE SO BUSY TMR 😭
2137,@tbran12 It’s official!! Fall is here!
2138,APPLE CRISP MACCHIATO IS BACK BITCHES
2139,I’m so excited!!😍😍Literally can’t wait for this drop😩best day ever!!!!
2140,Yessssssssssss🔥🔥🔥🔥
2141,@starbucks when are you going to make a pumpkin spice tea for those tea lovers
2142,If money grows on wht tracks how 😍lmao bans will make ur trans squeaky 😂😂
2143,SO PUMPED
2144,@banfieldl - gonna miss having the first of the season with you!
2145,I’ll be there bright and early bestie 😍
2146,😍😍😍😍😍😍
2147,@_graceyounggg 🎃🧡
2148,My pregnancy craving finally!!🎃🧡
2149,8.24 PUMPKIN
2150,give your social media manager a raise 😍
2151,@_ke1sey this is when you need to wait til 🙅‍♂️🙅‍♂️
2152,I’ve been waiting all year for this ☕️🎃
2153,@maddieebaird
2154,@smellhoney tomorrow!👏
2155,Yaaassssssss 🎉🎉🎃🎃☕️☕️☕️🧡🧡
2156,MAMBA DAY #8 #24 💜💛
2157,🥹😻
2158,yas pumpkin spice latte
2159,YESSSS
2160,YAYYYY💛🧡💛🧡💛
2161,I’ll be tomorrow 🥰
2162,@geoff2467
2163,@starbucks I want vegan pumpkin spice 😡😡😡
2164,Is it in the uk as well
2165,@deegarza20
2166,LETS GO!!!!!! 🎃🎃🎃🎃🎃
2167,Yeeeee
2168,PSL
2169,@hammer.alex24 on your birthday!!! 👏 You get a free pumpkin drink!! 🔥 🎃
2170,shut up u dont have to work tomorrow
2171,Can't wait
2172,AHHHH IM SO EXCITED
2173,YAAAASSSSS!!!
2174,@gagnonnrosalie 😍
2175,yes
2176,Yaaay
2177,@dalia_ldzm
2178,Another year of asking. . . Will the pumpkin spice sauce have dairy in it still? It would be wonderful if we could finally get a vegan option.
2179,👏
2180,@gil3313 🎃
2181,👏🙌
2182,MY SOUL IS READY
2183,Happy Birthday to me 😍🎃
2184,🙌🎃☕️ TAKE MY MONEY
2185,My BIRTHDAY!!! 🔥🔥🔥❤️❤️
2186,@thedoctorpipe can we go?!
2187,Can’t wait
2188,YAAAAY 2️⃣MORROW‼️🎃🧡✨
2189,@elisemartell
2190,STOP UTTTT
2191,@starbucks Yayy 😍😍😍
2192,YASSSSSSSS
2193,@starbucks how happy are u ?
2194,Hbd to me
2195,@_alexispritchard are you ready for Pumpkin Cream Cold Brews with extra foam lol 😂
2196,@starbucks love y’all’s fooddd and drinks love mango dragon fruit so gooddd 😍😍
2197,"Make the prices less ,I wan't to drink your coffee in Turkey all the time ,they are very expensive ."
2198,@starbucks best day ever 🥹🥹🥺🙋‍♀️🙋‍♀️🍾🍾😭
2199,@brenjcosta
2200,@yesi.zuniga
2201,When do the fall cups drop?
2202,ITS ON MY WORK CALENDAR
2203,@reagan_beavers 😍😍😍
2204,my day has been MADE TY STARBIES 🧡🤩
2205,Please bring the pumpkin scones back I have been craving it since last fall. It isn’t fall without pumpkin scones.
2206,🤦‍♀️
2207,@rhiorns1
2208,This makes me so happy!! 🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃
2209,@jencatherine86 🎃
2210,@doseofk___
2211,@kelseatempleton I will never not think of you when they announce this
2212,@happilyevernow87 @johnnjen16
2213,Starbs have you ditched dairy in this drink yet??? Cmon. It’s 2023. Dairy needs to GO ! @starbucks
2214,OMGGG🔥🔥🔥🔥🔥
2215,@ilysrt @twinsplustw0
2216,🍁
2217,@kristenjohnson___
2218,It is available here in my country already. I’m exactly drinking a Pumpkin Spice Latte at this moment. It is real you all 😍
2219,@elliesueannn
2220,Stop!!!!!!
2221,yeeeeeEEEEEEEESSSSS !!!
2222,THIS IS MY TIME
2223,@starbucks it’s not on the app yet ?
2224,Definitely. You'll be sorry you tried it. Become addicted! 😄
2225,catch me licking pumpkin cream cold foam off my lid all autumn🎃☕️🍂
2226,@the_gr8natalieee
2227,YAY🥹🤎🍂🍁🎃👻 we’re over summer and ready for falllllll!!!!!!
2228,@mundano16
2229,THANK YOU LORD 🙏🏻🙏🏻🙏🏻
2230,Yessssssss 🍎🍎🍎🍎
2231,Christmas comes twice a year!!!😍😍
2232,YES
2233,So excited!
2234,Price increases coming in 3…2…1
2235,oh period
2236,PUMPKIN CREAM COLD BREW HERE I COME
2237,I have been ready!😍🔥
2238,in THIS HEAT 🔥🎃
2239,But In all seriousness pumpkin is a delicious flavor and it’s a hard flavor to get right without having it taste fake or cheap starbbies definitely has it right!
2240,@kdhauger 🤭🤭🤭
2241,@stephpappas @stephsmeals
2242,YAYYYY
2243,🎃
2244,🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🎃🎃🎃🧡💛💜🧡💛💜WOOOOOOO HOOOOOO
2245,@kimmymazz13 it's finally official! 😭
2246,@latianar
2247,"Ahhhh! Pumpkin cream, I've missed you, sooooo!!!"
2248,@k.garrison27
2249,@isabellatrayner
2250,😍😍😍
2251,Veinte Iced Pumpkin Spice latte with Salted caramel cold foam 😍😍😍🔥🔥🔥
2252,I want my caramel brûlée please!! @starbucks
2253,"It is too dang early, Starbucks!"
2254,@jaclyndanaya 🙌🙌
2255,I’m checking my email constantly for the news! Haha
2256,Yay!!!
2257,@natalia_gond 😍
2258,@kennacarpenter1995
2259,@livwhit
2260,FINALLY🔪🎃
2261,cant wait
2262,see you tomorrow 😍
2263,@chelsea_noel
2264,@tyler.anne3 🫡🩷
2265,Been saving my points for this moment… 🙌
2266,Looking forward to the pumpkin scones!
2267,@starbucks can we get a seasonal fall hot chocolate??
2268,@natalieserrano
2269,@jeeeessica_ LFFGGGGG
2270,8/24 it’s all about Kobe
2271,crying sobbing throwing up
2272,It’s Happening!! 🎃🥤🤗
2273,PSL AND PSC are back baby!! Let’s goooo🔥👏👏👏
2274,@laurenkopack IM SCREAMING
2275,@caddimaddi your time to shine boo thang
2276,"On ""Kobe Bryant day"""
2277,@crazychelseacatlady ❤️ 🎃
2278,YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS 🙌🙌🙌🙌🔥🔥🔥🔥🔥
2279,"WELCOME, GREAT PUMPKIN"
2280,🧡🧡🧡🧡
2281,😍😍😍😍😍
2282,MeatCanyon
2283,Yessirrrrrrr
2284,Just excited for that pumpkin cold foam!
2285,OMG OMG OMG
2286,@starbucks 🎃❤️🔥
2287,AHHHHH
2288,SCRUM
2289,Kobe day ❤️
2290,@kaciginn
2291,Eww 🤮🤮🤮
2292,One. More. Sleep. 🎃
2293,FALLL IS PRETTY MUCH HERE 🍂🍁✨🤍🤍
2294,got mine early kek
2295,🧡Pumpkin Bussdownnnnnnnn 🧡
2296,@lauren_skoog
2297,This is gunna be good! 🙌🎃
2298,LFG! 🎃☕️
2299,@the_mexicana888
2300,@kenrope pumpkin spice tomorrow!🤪
2301,@sophiadenayh
2302,YAY YAY YAY YAY
2303,@starbucks We the people ask for more sugar free syrup options. Thanks in advance.
2304,@sosobear11 what you’ve been waiting for
2305,OHNMY GOD TOKORRROW YAYYYYYY
2306,@hannahdeischer.hair @lyric.irish @ajairish_ @tgp077
2307,@amberlhporter 🙌😍
2308,Can’t wait 😍 @sabrina.j.z
2309,@ben.kairouz @phoebekarsch
2310,Woo hoo!!! 🥳🥳🥳
2311,AYAYYAYAYA
2312,Happy Kobe Day Starbucks 🧜‍♀️
2313,Pumpkin cream cold brew or bust
2314,😮😮😮
2315,Just in time for my bday 👏
2316,@masweettooth
2317,@_kyrabuckley_ 🎃☕️
2318,@lauralott12
2319,@geilaaa.x
2320,@emilybowers27
2321,@cherlang Ha ha I’m going to get a PSL tomorrow
2322,@filipa.mrnd NEVER BEEN MORE EXCITED
2323,YESSSSSSSSSSSSSSSSSSSSSSSSSSS
2324,Praise the lord! 🙌
2325,@jacey_sudberry
2326,@samanthaross7370 pumpkin 🎃 latte 🥰❤️🙌🙌🙌🙌🙌 yassssss
2327,Yayyyy!! Pumkin Seson.😍☕️🎃🍁🍂🌰🕯🧡🫶🏻
2328,@rachel.m.weber 🎃
2329,SLAYYYYY
2330,@danisavilla ITS ALMOST TIMEEEEE
2331,Knew it!!!
2332,WAY TO EARLY!
2333,Sign me uppp 🍁
2334,👅👅👅👅👅👅
2335,@zeppy_primo
2336,🧡🧡🧡🧡🧡
2337,Pro tip: you can buy the creamer already in stores! Had mine this morning so good!
2338,@mak_rocheford
2339,I'm ready! 😍
2340,It’s official guys @sara.m.simpson @madi_metheny
2341,@katielynnfitz
2342,@amber_wharton they come out in america tomorrow 😮
2343,Crying that the pumpkin sauce has dairy in it 😢😢😢😢😢😢😢😢
2344,🎃saved up those stars for the largest size!
2345,I’m just waiting for the apple drinks to drop! 🍎🍏
2346,@ashh_razz 👀
2347,happy birthday kobe2️⃣4️⃣
2348,SPICE SPICE BABY!!!❤️
2349,Kobe
2350,@thatssohayden L F G
2351,@meg.the.champ omg!!
2352,Depression=cured
2353,@instahayley @kimberleyyy___
2354,@liv.fantigrossi
2355,"Woah , it’s like ur wedding date @thegreatashleyy28 MEANT TO BE"
2356,@arielleabrahamm !!!!!
2357,❤️
2358,"Yay! Can’t wait! I’m so happy,👏👏"
2359,@rebeccatimm24
2360,@molly.hurtado
2361,@misskelleybaby
2362,@starbucks Everyone thinking it’s today
2363,🙌🏻🎃🍂🥰
2364,I don’t see any fall drinks on my app
2365,IM HERE
2366,@b_yawnish don’t forget 💵☕️🎃
2367,@theresaclara1
2368,How y’all not gonna bring back the pumpkin scone 😤
2369,@clancor09 🤩🤩🤩🤩🤩
2370,@sierra.christine_ fall drinks INCOMING
2371,My hubby and I have date day @starbucks every Wednesday. We debated on changing it this week. 😂 but decided we can wait one more week!
2372,@morganmostow
2373,Yay I’ll be there early morning 😩🎃
2374,@sianejames ❤️❤️❤️
2375,Uy uy uyyyy
2376,YAYAYYYAYA
2377,Yay ❤️
2378,It is time.
2379,OMG
2380,"Gourd lord, I’m ready! 🎃"
2381,It’s my bday tomorrow can I get a free drink
2382,So excited for this new shaken espresso!! 🍂
2383,🎃☕🧡🍂
2384,@avaandbrycesmommy 🎃 😍
2385,@rebeccasmelt @emily_baranek
2386,Boutta single-handedly give Starbucks a 200% increase in Q4 sales this year.
2387,Oh my gourd 🎃🎃🎃
2388,🙌🙌🙌🙌🙌🙌🙌
2389,I CAN LEGALLY DECORATE NOW!!!! yayyyyyy
2390,@daniel.powell93 I'm ready 🧡
2391,RAHHHHH🔥
2392,🫶🫶 🎃 🍎
2393,I’m SOOOOO ready!!!!!!!😊🙌🏽
2394,@mimi_lum
2395,🙌❤️😍👏yes yes yes awesome 👏 news ❤️🙏👏😍☕️love pumpkin 🎃 spice latte
2396,Perfect day! #kobeday824💜💛
2397,@_mallorylane_ 😍🤗🎃
2398,thank god
2399,@karlijanel
2400,Is this in the uk as well?
2401,@ryry6 !!!😍
2402,GES
2403,😃🧡😃🧡😃🧡😃🧡😃🧡
2404,YWA
2405,GEA
2406,YEA
2407,I LOVE U STARBUCKS
2408,PLS NOTICE ME AGAIN
2409,I’m going to order 12 pumpkin coffees in a row and drink them until I get a heart attack and die 💀🤤✨🎃@madz.campbell @g.patberg04
2410,this is the best news ever omg
2411,THANK GOD
2412,@a_rusch
2413,i’m gonna go tmw right when u guys open
2414,@daniellehadfieldx pumpkin spice drinks are back soon!!
2415,@kszeke1
2416,@alexandrarrae
2417,where’s the menu post the menu rn
2418,thank you baby
2419,my birthday 🥰
2420,Omg going tomorrow to get that pumpkin spice!
2421,@kaylee.potter.photography
2422,That’s my son’s big 13th birthday!
2423,catch me at ur house everyday
2424,catch me at ur house everyday
2425,Apple Crisp Oatmilk Macchiato here I come!
2426,change ur bio it isn’t summer
2427,❤️❤️❤️
2428,100+ in Texas - bring the fall @starbucks ! Maybe Mother Nature will get the hint!
2429,🎃🎃🎃🎃🎃🎃
2430,"@laurenski24 @ginamarielasorsa @rgrieff oh my gourd, I’m so excited! 🎃 🍃🍁"
2431,@paulinalmao y u never tell the important stuff😡
2432,@lidadubrova
2433,@kbexk
2434,YES
2435,Come on 🙄 Its officially Summer until Sept 21st peeps ☀️😎👙🍉🌻
2436,@jmuellermama @nikkibronson12
2437,It’s time🥲
2438,Can't wait. 👏👏👏👏
2439,@sarah.jane109 😂 🎃 🧡
2440,@mamaduketimestwo
2441,I can definitely read between lines here ☺️ and babyyyy I am READY! Lol 🙌🏾
2442,@myfavoritethingsli
2443,👏🎃🎃🎃🎃
2444,@shannon.scillian329
2445,🎃🥹🍂
2446,@kari.roberts
2447,I love this 😂
2448,Finally! 😢
2449,@itsmeeshelby its the good stuff 😂
2450,Fuuuuuuug 🤤🎃 @_jennetteee_ @anbbrownie94
2451,Wait so is it available starting tomorrow or is there an announcement tomorrow? Need to know how early to get out of bed
2452,@th3lostprincess 😍
2453,@josuebruce
2454,@sharonlvernaz HOES FOR AUTUMN 💅🏼
2455,@reagan.shumate Ahhhhhhh
2456,"Gather ye basic witches, tis’ time! 😆🎃"
2457,LETS GOOOOO🔥🔥🔥🔥
2458,Oh my little Fall heart has been WAITING for this day 🎉🎃
2459,One more sleep!
2460,@dj_brawlz
2461,@avriil_nunez 🥹🎃🖤
2462,IVE BEEN WAITING ALL YEARR
2463,So all the fall flavors come tomorrow?! What about Pistachio also?! 😢😍
2464,I need my blonde sugarcookie latte bro
2465,YAY
2466,@brandi1marie
2467,This mama is sooooo excited I could cry!! 🥹🎃🧡
2468,@lushypumpkin your time has come! Lol
2469,Pumpkin crème cold brew on the agenda tomorrow!
2470,🔥
2471,🧡🎃 so excited!
2472,@jessperc
2473,GOD BLESS OMG
2474,@jp_iacona @auntsherii Tomorrow!!!!!
2475,i’m gonna get a venti iced pumpkin spice latte with EXTRA pumpkin flavor🎃 😍❤️
2476,@nicoleforbeck do we need a PSL tomorrow morning for work?? ✨ 🎃 👻 🐈‍⬛
2477,Just ridiculous. Sod off SBX.
2478,@kamaryn_atwater
2479,yay!!!
2480,I’m officially sustaining myself from drinking every day starting tomorrow on. Eeeeeeeeeekk
2481,THURSDAY
2482,@leslieeannb ahhh! 😍🎃
2483,I love you so much!
2484,ON MY BIRTHDAY.
2485,🔥🔥🔥
2486,Our stores already have it out!
2487,Please tell me the apple crisp macchiato is coming back 👀🍎
2488,OMG OMG OMG 😳
2489,@mspenelopebasil 🎃
2490,Yayyyy
2491,@the_big_hoss_84 @melaniegraceee_
2492,Can’t wait! 🎃
2493,Iconic
2494,@lauraxgraham
2495,Pretty sure I’m gonna hear “sorry we ran out” 😏 never fails.
2496,@thecarolinemarieshow @dorismiami5
2497,PSL PSL PSL
2498,This is so cryptic...what does it mean😮😂
2499,😍 @daymar8
2500,"Can’t wait till y’all get a completely dairy free version of the psl 🥹
for now I’m stuck using a dollar.25 tree pumpkin spice syrup 🤪🥲"
2501,Y’all just gonna post this on Kobe’s bday?? Gotta mean something
2502,@_jmarch
2503,🔥🔥🔥
2504,It’s time 😭
2505,I JUST WANT IRISH CRÈME COLD FOAM 😭😭
2506,@lucywilliamsxx
2507,So excited 🥰
2508,I work at starbucks italy and it won’t be available until September 😭
2509,@jallen024 it’s your favorite holiday boo ❤️
2510,LETS GOOOOO
2511,EEEEEEEEK 👻
2512,AHHHH SO EXCITED😍
2513,@lizzie.pic
2514,I AM SO READY 🎃🧡
2515,Yes! Yes! Yes!❤️❤️❤️
2516,Are you.bringin pumpkin latte in august??😍😍
2517,@sammyomerel 👏🎃 ☕️🧊
2518,@angiees_x
2519,"Pleeeeeease please please have maple pecan latte again, I’m begging you😩😩😩"
2520,🍂🫶🏼🫶🏼finally!!
2521,@kenimarie94_
2522,🎃 S C O N E S
2523,@fythfaith
2524,Pumpkin spice latteeeee ahhhhh I’m so excited!!!!
2525,Yass!!!
2526,Yesssssss
2527,I cannot wait!!!!!!!!
2528,@_lillisullivan
2529,@lysshunt_xo chai with pumpkin cream cold foammmmm 😍😍😍😍
2530,PLEASE MAKE A DAIRY FREE VERSION!
2531,"For my birthday! Aw starbucks, you shouldn't have!! 😁🤣❤"
2532,AHHHH!!!!! 😍🍂😭
2533,Wait. What? Is the PSL back?
2534,@sevenofandrew
2535,@abbyyaustin YAYYYY
2536,Yesss!💪🏼👏🏼👏🏼👏🏼pumpkin spiced licebit
2537,@abbiestarr_
2538,@starbucks finally been saving my points ❤️😍🙌🎃
2539,#mambaforever🐍💜💛
2540,Love it
2541,NO WAY
2542,❤️❤️❤️
2543,Can you guys kick the UK starbucks into gear please @starbucks we need PSL too!! 🎃🎃🎃🎃🎃🎃
2544,Yay finally👏🏻👏🏻🙌
2545,YESSSSSSSSS
2546,@lexis_literary_adventures 🥹
2547,Cant wait! ❤️😍
2548,@nicolegoldsmith
2549,make a vegan version!!!!!
2550,😂😋
2551,YASSSSSSSSSSSSSSSSS
2552,@lhypes13 👀👀👀👀
2553,@heatherlouise13 I know this is the US… but still! 😍 🎃
2554,🔥🙌❤️
2555,It comes out on my birthday! I’m so excited!
2556,@riley__ferraro it’s almost time…
2557,See you tomorrow !
2558,Does the apple crisp oat milk macchiato come back as well ?
2559,@destini_austin3 GIRL
2560,NOOO I DONT WANT FALL TO START NOWWW!
2561,OHHHHHH HELLLLLLLL YEAAAHHHHHHHHH
2562,Fall Season!!!! 👏👏👏👏❤️🙌
2563,I’m sure most are very excited - I’m one of the few who is not a fan - I’m a pistachio fan
2564,pumpkin chai here I come🎃
2565,🙌🙌🙌 YESSSSS
2566,@rachelshill14 🎃
2567,@arleencast1025
2568,My baristas are gonna hate for the rest of the year 😂
2569,UK TOO?!?!?
2570,😍
2571,I’ll be there 😍😍😍
2572,@leah_dixn !!!
2573,Ahhhhhh
2574,@x0.vanyy @yessicatejxo
2575,@from_antiquity_to_contemporary 😍
2576,@savanahhh.rangel
2577,I CAN NOT wait to get a Pumpkin Cream Cold Brew tomorrow!!!!!!
2578,@nicolehbenis
2579,Doing the happy dance in my chair 🪑🎃😍🧡 it’s a dateeee ☕️
2580,ITS PUMPKIN EVE
2581,🧡🎃
2582,😍😍😍
2583,"On my birthday, even better! 🙌"
2584,CANT WAIT
2585,IT IS TIME
2586,👏😍my birthday 🥳 🎃
2587,Pumpkin spice 😋
2588,Let’s gooooo 🥳🎃🙌🏻👏🏻
2589,YAY PUMPKIN
2590,the pumpkin cream cold brew probably can’t solve all my problems but it’s worth a try 🥴🤷🏼‍♀️🎃
2591,🥰🥰🥰
2592,Still mamba day 🐍 tho
2593,@twintravel.03
2594,😍
2595,Ohhhh shoot 😍
2596,Yes!!!!
2597,@iamstephaniewardle Fall drinks start tmw 🙌
2598,@oliviageoffrion
2599,@paigeleigh321 pumpkin spice with matcha foam 😍
2600,OH MY GOURD @starbucks 🎃
2601,IM NOT READ
2602,Yes 🙌❤️
2603,@landotheemando 🙌
2604,@joshuawas
2605,I can’t wait!!!!😍
2606,I can’t wait!!!!😍
2607,💙
2608,Bring on all things pumpkin 🙌
2609,@brittany.benk.smith !
2610,@kay_mead_az guess we’re making a coffee run tomorrow
2611,@erikashifflet
2612,🙄
2613,YES
2614,PUMPKIN SCONESSSSSSSSSSS PLEASE 🎃🎃🎃🎃🎃🎃🎃
2615,"Help us out @starbucksbrasil ! Bring the pumpkins home to us as well, please!!!!"
2616,@mrsmtlingomo
2617,YAYYYYYYY 👏
2618,@gracielopez21
2619,@miatiapink 👀👀
2620,@alex_cramer
2621,OMGGG
2622,WOOOOOOO
2623,@sammy_hyzny 😭😭😭
2624,🥹🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🫶
2625,@sammy_hyzny what time is our coffee date?
2626,@megangreyn
2627,Nice on my birthday too!! 🎉
2628,@tatianalucia_
2629,World is healing
2630,It’s Happening 🙌🏽🎃🫶🏽
2631,I love my pumpkin spice!! 🧡🧡🧡
2632,"I’m Mexican, but I got that inner white girl in me. Pumpkin Spice is back! 🎃🍂"
2633,@_yungcurtt
2634,@mdtrue1 👀
2635,@alexis1k_
2636,@rosehitt_22 TOMORROW
2637,@kaia105
2638,Yay Yay Yay!!!! 🎃🎃🎃
2639,@sabella_20 tomorrow!!!!!!
2640,@christym716 yass girl yaaassss
2641,My favorite drink is back i’ve been waiting for this all year since January when it left the menu after New Year’s add I’ll be going to Starbucks a lot for the rest of this year🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃🎃
2642,@kenzieb8706 you + me tomorrow on my lunch break 🎃
2643,My favorite time of the year! 🙌
2644,🧡🧡🧡🎃🎃🎃🎃
2645,@gagagirl78 🎃 🖤🧡
2646,Yes yes yes 🙌 my favourite Starbucks time of year ❤️
2647,@kendra.daigle 😍
2648,@starbucks do gold members get an early access ??
2649,Pumpkin latte😍
2650,🎃🧡✨🎃🧡✨🎃🧡✨
2651,Pumpkin Spice Latte girlies: GO CRAZY GO STUPID
2652,@jordan.badenhop 🎃
2653,AHHH @contessabrandino
2654,PSL is coming 🥳🥳
2655,@ccarley_bblair
2656,@_rachygb I feel like you will be excited by this 🎃
2657,DYING for a pumpkin cream cold brew! 🧡🧡🧡
2658,OH MY GODDDDD
2659,@hillary_blairr
2660,Hehehehe had my first one yesterday 😍 god bless the starbies app
2661,@kristeno1982 🙌
2662,YESSSSSS
2663,omg
2664,ARE YOU READY?!?!? 😝😝 @eddiep.22 Let’s Goooooooooo!!!! 🎃💛🧡💛🧡
2665,When is sugar cookie syrup coming back??? 😋
2666,Finally! 🎃🎃 @genny_fish @kaylajoyb66
2667,@angelkraft
2668,Pumpkin cream cold brew!! Pumpkin cream cheese muffin!!
2669,Gourd your loins 🍂🎃 @caiter88
2670,I know that's right
2671,So excited!!! 🎃🍂
2672,FINALLY 🤭🤭
2673,Yesss! 🙏🧡
2674,DID SOMEONE SAY PUMPKIN CREAM COLD BREW!?!?!?!😍😍😍😍😍 I wait all year for this!!!
2675,…..and the “Apple Crisp Oatmilk Macchiato”??? 🍏💚
2676,Please make a vegan one!!!
2677,This is huge
2678,LFG‼️🎃
2679,@jamiegbanton @ericastrauss_ @carriertrey
2680,It pumpkin spice day
2681,ive been counting down 😅🍂🧡
2682,OH MY GOURD!!! 🎃 😍
2683,GIVE ME# MY PUPMKIN SCONES
2684,IT’S TIMEEEEEE 😍☕️🎃
2685,@cynthia_eldenburg @oliveberry98 @cameron_salvador @e.logan24
2686,😍😍😍😍😍😍😍😍😍
2687,It’s a Mamba Mentality Day aka Kobe Day!
2688,@thoffmeyer !!!!
2689,Can’t wait
2690,😍😍😍😍😍😍😍😍
2691,@finlay_sean
2692,I’m not sleeping today 🎃 PSL hurry !!!!!
2693,YES!!! So excited!
2694,CANNOT WAIT 🔥
2695,@chels_sams 🥳😍🥰🙌
